ts_code,name,volume_score,trend_score,liquidity_score,momentum_score,volume_norm,trend_norm,liquidity_norm,momentum_norm,composite_score
161124.SZ,港股小盘LOF,2.4402012186481508,0.5116231438812083,0.3039712969627591,0.1451086683252294,1.0,0.9549299681042852,0.0,0.39751799465376797,0.7262307898966623
159974.SZ,央企创新ETF,2.235280506953491,0.4181259600614439,0.4503894871457688,0.9177883872159665,0.9027702994688498,0.7017057273609765,0.33866941355842006,0.693805725547144,0.7087342932622313
159805.SZ,传媒ETF,1.2911055105894378,0.4920634920634921,0.621222530003033,0.1351565281201843,0.4547831175666836,0.9019553459991683,0.7338110716307902,0.3937017989302427,0.6386322450456062
159922.SZ,中证500ETF,1.2016695370159107,0.4649257552483359,0.6593306879337226,0.4164418990003271,0.41234800763878593,0.8284565247538486,0.8219563183521633,0.5015620186746208,0.6280236260195636
159959.SZ,央企ETF,1.743076840954872,0.4552483358934971,0.4384612977842992,0.5869506762876948,0.6692320951086741,0.8022465677437249,0.31107917432097687,0.5669444241975773,0.6272770856505402
164906.SZ,中概互联网LOF,1.4815716465574484,0.4589349718381976,0.6397861997730895,-0.7061346772141446,0.545154487099545,0.812231313271391,0.7767493646574906,0.07110466566148442,0.6241915283188819
161127.SZ,标普生物科技LOF,1.8004495302570511,0.4300563236047107,0.5174588303538803,-0.3914693484678065,0.6964539867046273,0.7340174733046736,0.4938027006428228,0.1917645897745624,0.6167238357792738
159982.SZ,中证500ETF鹏华,0.8990424619387062,0.4999999999999999,0.6527886328910072,0.6191309908614642,0.2687591061605496,0.9234502842878934,0.8068243600755719,0.5792841196126262,0.6038320117269649
159941.SZ,纳指ETF,1.1289862167195153,0.4355862775217614,0.6522803838961956,0.6003762823157219,0.3778616084476768,0.7489945915961727,0.8056487657809056,0.5720925369908355,0.5941820277131873
159819.SZ,人工智能ETF,0.9661638195242106,0.5015873015873016,0.6380936888603141,0.1764843817767349,0.300606494564154,0.9277492719456388,0.7728345390640694,0.4095491619232455,0.5940892034144918
161126.SZ,标普医疗保健LOF,1.6521571648690294,0.456989247311828,0.3856687214935719,0.452168854051058,0.626093005823313,0.8069615864651231,0.18896845276191837,0.5152616903301772,0.5818455378542635
159960.SZ,恒生中国企业ETF,1.2793388191710346,0.5087557603686637,0.5091974379893445,-0.3508218599707957,0.4492001197652778,0.9471640549161009,0.4746938665302289,0.2073510634956321,0.5795031440365505
159920.SZ,恒生ETF,1.1758422585112394,0.4057859703020993,0.7205660674231373,-0.2397195802851989,0.4000936164951246,0.6682845652475385,0.9635954824122165,0.24995376360582042,0.5782372890153368
159968.SZ,中证500ETF博时,0.9161086277526166,0.4998463901689708,0.5932883238151075,0.5485612331234497,0.27685657067538083,0.923034253224241,0.6691984629374308,0.5522238087506968,0.5767149776999805
160140.SZ,美国REIT精选LOF,1.035875016073036,0.526984126984127,0.4546033274776648,0.8486994521291558,0.3336826961255166,0.9965330744695607,0.348416145383532,0.667313243207763,0.5688475541885576
159806.SZ,新能源车ETF,0.9384781135766466,0.3719406041986687,0.6940914550348862,1.4719563476786923,0.28747032655061444,0.5766190542227154,0.902358955444436,0.9063040783899337,0.559076045814941
159994.SZ,5GETF,0.9326377236199082,0.4807987711213517,0.6110982146561258,0.1542783363779065,0.28469920906921053,0.8714464013312996,0.7103932439897582,0.40103414769098433,0.5574956675941241
159919.SZ,沪深300ETF,1.3297463061533958,0.3487967229902713,0.6832591527745917,-0.0058708800392146,0.4731171988310859,0.5139370406323672,0.8773035340559043,0.33962416529271344,0.5528511150625968
159996.SZ,家电ETF,1.1966706336340116,0.3962109575012801,0.6548005242310144,-0.1163221865634021,0.4099761542776165,0.6423519622798505,0.8114779216269875,0.29727108395230895,0.5487187431156301
159993.SZ,证券ETF龙头,1.1263082617712372,0.4181259600614439,0.6245839229473463,0.1122328377502164,0.37659098648124056,0.7017057273609765,0.7415860685472738,0.3849116003041278,0.5479564865406568
160125.SZ,南方香港LOF,1.6313158922295978,0.446236559139785,0.3901594888391371,-0.1877937149034928,0.6162043484950123,0.7778394120094304,0.19935572459917367,0.2698649848433953,0.5466912064050082
159906.SZ,深成长龙头ETF,0.9767421817993784,0.4514592933947772,0.625073542234569,0.0200018634121972,0.30562566020933846,0.7919844681736237,0.7427185718015713,0.34954519241661713,0.5433438381377985
161128.SZ,标普信息科技LOF,0.8897053490480509,0.479057859703021,0.5474634280377391,0.7616597902922664,0.2643288819890824,0.8667313826099018,0.5632041834022233,0.6339374689084176,0.5417855511498899
160717.SZ,H股LOF,1.1186441836618437,0.5160778289810548,0.4790372981820758,-0.4011977521625126,0.37295457504551405,0.9669948689502152,0.40493261044175616,0.18803418688517742,0.5390702314801392
161125.SZ,标普500LOF,0.8636546296039687,0.5282642089093701,0.4719530180810371,0.5775298933265909,0.25196847376473824,1.0,0.38854647027499456,0.5633319799486308,0.5348298815557573
159992.SZ,创新药ETF,1.0547803989565572,0.390373783922171,0.6911473290192289,-0.1619444433729029,0.34265282267343944,0.6265427818610457,0.8955491087312751,0.279777011547086,0.5321114865286531
159939.SZ,信息技术ETF,1.365468158814796,0.4068612391193036,0.4921167433259126,0.2472968353679252,0.49006631543312595,0.6711967826931079,0.43518573685314066,0.43670253566993383,0.5280929619188042
501057.SH,新能源车LOF,0.8167014724008037,0.4097286226318485,0.6007055463607088,1.452720935142875,0.2296903869081097,0.6789626958812929,0.6863547083917102,0.8989281675258345,0.5227287219585572
159997.SZ,电子ETF,0.9947120160492684,0.405273937532002,0.6544592363645516,-0.0457501383061723,0.31415189256653725,0.6668977950353627,0.8106885131426653,0.3243322731247781,0.5203010254782346
159954.SZ,H股ETF,1.0012156789168378,0.4506912442396313,0.5879602933554824,-0.3058445542025078,0.3172377162870383,0.78990431285536,0.6568745778455084,0.22459782634184056,0.517701078574709
159966.SZ,创业板价值ETF,1.077756704931656,0.4243215565796211,0.5660958725509337,0.0923578105843629,0.3535544993794996,0.7184856469283043,0.6063015543542628,0.37729042615338293,0.515956847316482
159820.SZ,中证500ETF天弘,0.7502235000748655,0.4744495647721454,0.5673828847809883,0.4420100666786075,0.1981482685555239,0.8542504507003191,0.6092784500299319,0.5113662547627306,0.5085267581145647
161130.SZ,纳斯达克100LOF,1.2962056201275098,0.349615975422427,0.550020714022412,0.5705489859846407,0.4572029906920595,0.5161558729718486,0.5691192581866326,0.560655117666167,0.5076173215723216
159936.SZ,可选消费ETF,1.4321495327102802,0.4127496159754225,0.3943886333670753,0.0806531017390439,0.5217049426916733,0.6871446401331303,0.20913785546242508,0.37280219960910943,0.4939331601700044
159811.SZ,5G50ETF,0.7507200165405931,0.456221198156682,0.5787226348255531,0.2626475741350647,0.1983838530743958,0.8048814311468591,0.6355076124904953,0.4425888498123346,0.4921783780531485
159822.SZ,新经济ETF,1.0776951542903463,0.4065540194572453,0.5734531327961213,-0.4674524160128485,0.3535252951552289,0.6703647205658025,0.6233191053123779,0.16262851939658202,0.48344620723396614
159949.SZ,创业板50ETF,0.8455948833714168,0.3165898617511521,0.7363049660844696,0.5939631108489885,0.24339958044332505,0.42670919428650694,1.0,0.5696333757429689,0.482335928037579
159902.SZ,中小100ETF,0.8606632091963212,0.3912954429083461,0.6153296557365975,0.2321367554508535,0.25054912035730065,0.6290389682429622,0.7201806868439498,0.4308893305747622,0.47605640904207513
162411.SZ,华宝油气LOF,0.6876516565322877,0.373220686123912,0.606266829725584,1.5078502945597965,0.16845950962523085,0.5800859797531553,0.6992181140482091,0.9200677838609111,0.4732599989717719
159905.SZ,深红利ETF,1.406229401804591,0.2942140296979006,0.5890136933351525,-0.1826386917727571,0.5094064954295753,0.36610733601442236,0.6593111217811453,0.271841703099054,0.4726411936422913
159915.SZ,创业板ETF,1.0100203575434432,0.2813620071684587,0.7233595379553013,0.4268546255714758,0.3214153138517659,0.33129940368880867,0.9700568587325917,0.5055548284413995,0.47252280123800733
159967.SZ,创业板成长ETF,0.7876846512780441,0.3233998975934459,0.6914220341097971,0.7526609406941125,0.21592263837356565,0.4451532381084453,0.8961845093724655,0.6304868170239404,0.462200610358847
159928.SZ,消费ETF,1.0389158531929976,0.3330773169482847,0.6839133000577875,-0.7627578259303228,0.3351254965144711,0.471363195118569,0.8788165952165692,0.04939224868069526,0.45616170105274256
159814.SZ,创业大盘ETF,0.8969967574161951,0.3697388632872503,0.6359483445387251,-0.2928959123625553,0.26778847104780734,0.5706559423103591,0.7678722969931537,0.22956304493773988,0.4548429350046354
159991.SZ,创大盘ETF,0.831167511272619,0.3900665642601126,0.5980824883309253,-0.4082466867415969,0.2365541568791723,0.6257107197337402,0.6802875010073944,0.18533123923352812,0.4369255027966227
159808.SZ,创100ETF融通,1.5201211365076828,0.2248847926267281,0.5346754703016312,0.4404647406752953,0.5634452461570032,0.17833864928581342,0.5336252756061067,0.5107736921215509,0.43668211758192177
159810.SZ,创业板ETF浦银,0.9699527603436892,0.3075780849974399,0.6042283756221263,0.4558417074065435,0.3024042512582507,0.40230203855221214,0.6945031120739266,0.5166700635021342,0.4322199408339627
159998.SZ,计算机ETF,1.2569029513558991,0.3089605734767024,0.517927744910859,0.0453650876607836,0.4385548673123558,0.40604631812508657,0.4948873132706834,0.35927084196717324,0.4321403892133223
159908.SZ,创业板ETF博时,0.8179608841569264,0.4390681003584229,0.4900781086170073,-0.2573917328965204,0.23028794596829721,0.7584246290389685,0.43047031713335154,0.24317729223068613,0.43005435974874834
160216.SZ,国泰商品LOF,1.3657741147962354,0.2166410650281618,0.5128821124895409,1.4083667484423996,0.4902114838165707,0.15601164886978233,0.4832166228255732,0.8819203426641037,0.427723447019088
161631.SZ,人工智能LOF,0.9088617565970856,0.4165386584741423,0.4467040643242911,0.2001840548958151,0.2734181133988416,0.6974067397032312,0.3301449263747948,0.4186369148429775,0.42648194402976275
159929.SZ,医药ETF,1.1895779876225587,0.2537634408602151,0.6389999310349174,-0.1784697682520898,0.4066108729355598,0.256552489252531,0.7749307028360104,0.2734402967466002,0.4219402661918454
159807.SZ,科技ETF,0.9680948684021417,0.2840757808499744,0.6961778460838324,-0.4181563196401245,0.30152272847023176,0.3386492858133409,0.9071848369289494,0.18153134313983205,0.42179397883186803
159901.SZ,深证100ETF,1.1225420008976463,0.2510496671786995,0.6581681424369511,-0.4399621596740755,0.37480399084847565,0.24920260712799908,0.8192673177496119,0.17316978956733964,0.40585282098444636
159971.SZ,创业板ETF富国,1.3946716125565513,0.268663594470046,0.4258145973331881,0.3885470834914339,0.5039226164302504,0.29690750242684777,0.28182699861880917,0.49086561835666703,0.39609325885958313
159948.SZ,创业板ETF南方,0.8557548265101673,0.276600102406554,0.6246411370348193,0.4509855805368528,0.248220216779325,0.31840244071557355,0.7417184063492063,0.5148079584462171,0.39463329604086506
160644.SZ,港美互联网LOF,0.7490968040759611,0.4716333845366104,0.362067712139788,-0.084296540501756,0.1976136797691725,0.8466232145333522,0.13437865085791784,0.30955147098721353,0.39086331353797954
159977.SZ,创业板ETF天弘,1.0177549373336023,0.2780337941628264,0.5473246946522536,0.4405116785569509,0.32508517655384367,0.3222853973096659,0.562883289159202,0.5107916906765908,0.3903755167139367
501311.SH,港股通新经济LOF,0.9111301190517752,0.3763952892985152,0.4776978478121198,-0.313404145489589,0.274494394075117,0.5886839550686455,0.40183442386591744,0.2216990649350495,0.3889397354173289
159952.SZ,创业板ETF广发,0.953659023421186,0.2542242703533026,0.6074649839694277,0.4444503257476553,0.2946732847375561,0.25780058244348913,0.7019894786895007,0.5123019837649078,0.38683758274246016
161116.SZ,黄金主题LOF,1.5658939840652155,0.2144393241167435,0.4620143149743743,-0.2238693663669155,0.5851633059064164,0.15004853695742626,0.36555796899344184,0.2560316038819503,0.37779463763667787
164824.SZ,印度基金LOF,0.9198850147768932,0.2836149513568868,0.5371566706452646,0.4183517860842163,0.2786483709108165,0.3374011926223825,0.5393643621516306,0.502294374004408,0.37078201598180827
159940.SZ,金融地产ETF,1.4733277102072615,0.2353814644137224,0.4396681790609433,-0.1230877801324433,0.5412429475782452,0.20676743863541797,0.313870724835874,0.29467678476506515,0.3707692340656048
159903.SZ,深成ETF,0.9629473701937042,0.3089605734767025,0.4870434205974533,0.1976799419803889,0.2990803706180067,0.40604631812508685,0.4234509979447282,0.417676700778245,0.36790391335149886
159961.SZ,深100ETF方正富邦,1.4265551839464885,0.2475678443420378,0.379698711887967,0.1503268635822858,0.5190505655402765,0.23977256968520297,0.17515965175474024,0.39951893656316784,0.35453582112893633
159938.SZ,医药卫生ETF,0.6260116653750458,0.3459293394777266,0.5524796244087022,-0.082178077991015,0.13921289110922866,0.5061711274441827,0.5748067874306202,0.31036380556122206,0.3535342327191925
501301.SH,香港大盘LOF,0.7454950147879379,0.4429083461341526,0.3446594917744897,-0.2453523304624892,0.1959047217485083,0.7688254056302873,0.094112944972315,0.24779385863107292,0.3526114852460598
159957.SZ,创业板ETF华夏,1.182603588705315,0.2101382488479262,0.5069118623913661,0.531970362265727,0.40330169685228123,0.13839966717514895,0.46940726555228157,0.545861960031493,0.3513082280070628
159907.SZ,2000ETF,0.5598850207601406,0.4344598054275473,0.3829426406591608,0.3252350397064563,0.10783746887949708,0.7459436971293857,0.18266295071774685,0.46658831259509864,0.35010951809367374
588090.SH,科创板ETF,0.9334099951063808,0.1860215053763441,0.6854090997456097,0.0666046075981352,0.2850656323786823,0.07308279018166695,0.8822764221850792,0.3674152373921455,0.3491478981822035
159995.SZ,芯片ETF,0.7205685391413466,0.1861751152073733,0.69796286429969,0.8716087632829175,0.18407773880289788,0.07349882124531971,0.9113136345298485,0.6760979280547044,0.34555326160619515
588000.SH,科创50ETF,0.843718784756864,0.1861751152073733,0.7022342935321364,0.071068167007114,0.24250941904894305,0.07349882124531971,0.921193571110138,0.3691268105791481,0.3402048092731155
588050.SH,科创ETF,0.9003988645007951,0.1746031746031745,0.6967187143373454,0.0672879226364147,0.2694026849077682,0.04215781445014538,0.9084358804912327,0.36767725780917904,0.33886332017731535
159912.SZ,深300ETF,1.0768273126266037,0.294521249359959,0.4082937995680242,0.1144439982631615,0.3531135262111513,0.3669393981417279,0.241300898024429,0.38575948037009106,0.3381633575688738
162719.SZ,石油LOF,0.5412956529814625,0.2762928827444957,0.5029755758782677,1.7163030783130693,0.09901728351493794,0.3175703785882682,0.4603025235572965,1.0,0.32693853169391496
501025.SH,香港银行LOF,1.2405001079744733,0.211879160266257,0.4542408573584981,0.1159146823107235,0.43077213253339514,0.14311468589654688,0.3475777417498223,0.3863234211966198,0.3233911492519486
159931.SZ,金融ETF,1.153604590169969,0.2461853558627752,0.4517577611967448,-0.1727437097406621,0.38954240468519064,0.23602829011232843,0.3418342701233868,0.27563598124799904,0.32255590105725207
160416.SZ,石油基金LOF,0.7254680674346797,0.2878648233486943,0.4755298428532812,0.6723490953948568,0.18640244119517976,0.348911385383442,0.39681976710036193,0.5996908561286068,0.3185674311260376
588080.SH,科创板50ETF,0.8733772139938578,0.1637992831541219,0.6829550431969634,0.0626904991860068,0.25658159442394385,0.012896962973235443,0.876600120004794,0.3659143538157458,0.31841318604408153
159909.SZ,TMT50ETF,0.7134715823963482,0.3670250896057347,0.4472527943664285,-0.8632010139245831,0.1807104121266813,0.5633060601858272,0.33141415447644174,0.01087682822001599,0.30864649662371063
162415.SZ,美国消费LOF,0.8895785131724987,0.2396825396825397,0.4810004169786027,0.5485327036327963,0.26426870157054605,0.21841630841769527,0.40947335972116106,0.5522128689811614,0.3083483319958754
159801.SZ,芯片ETF龙头,0.7613117228971136,0.1590373783922171,0.6315298128583975,0.8888687860271891,0.20340935014905392,0.0,0.757652108291904,0.6827163662627239,0.3011657983442748
159930.SZ,能源ETF,0.7420926671737961,0.1793650793650794,0.5992752262342673,0.8299736030012723,0.19429039376335663,0.055054777423381045,0.68304633749997,0.6601327268676714,0.29685513091911814
164701.SZ,黄金LOF,0.6042743664102888,0.3726574500768049,0.3939014719561913,-0.1461570120734877,0.12889909192699356,0.5785605325197616,0.2080110373455903,0.28583077752796876,0.29531308174864085
159943.SZ,深证成指ETF,1.1928983817297576,0.2171018945212493,0.478172028813137,-0.8915663618454163,0.4081863160521609,0.15725974206074045,0.40293121792773656,0.0,0.29103869262463383
160723.SZ,嘉实原油LOF,0.7541883661936113,0.2033282130056323,0.4892954053526362,1.4181924262323693,0.20002949735950235,0.11995562335321028,0.42865990235357937,0.8856880457701966,0.2902992709974996
159813.SZ,半导体ETF,0.7561847320520362,0.1684075780849974,0.6252032898052269,0.3528022261365102,0.20097672252264004,0.025377894882817824,0.7430186816008415,0.4771590819770117,0.2843237019917708
159958.SZ,创业板ETF工银,0.8524025891221203,0.1880696364567332,0.5328812318163189,0.441793896451331,0.24662966483045806,0.0786298710303702,0.5294751512612752,0.5112833632559903,0.27926419381914835
159925.SZ,沪深300ETF南方,0.3326074425158521,0.323399897593446,0.5018155223425942,0.0310143309617725,0.0,0.44515323810844565,0.45761928693121984,0.35376797572777324,0.26044662639155497
159945.SZ,能源ETF广发,0.5974914478339712,0.2034818228366615,0.5409081546942734,0.7410505690636764,0.12568076842787743,0.12037165441686304,0.5480416508222771,0.6260347645355571,0.258595610314221
161815.SZ,抗通胀LOF,0.7728929735835494,0.214900153609831,0.4353760882540867,0.7880581040906185,0.2089043610081621,0.15129663014838438,0.30394299744981124,0.6440600284935891,0.25414533578710136
159964.SZ,创业板ETF平安,0.4307962559974831,0.2774193548387096,0.4086832267290391,0.5198195503291458,0.046588111330362676,0.32062127305505467,0.2422016540580871,0.5412026731249204,0.21738222457277095
